Student_ID,Institution_Type,AISHE_Code,State,Academic_Year,District,Age,Gender,Area_Type,Social_Category,Education_Level,Program,Affiliated_University,College_Type,Mother_Education,Father_Education,Family_Income_Monthly,Medium_of_Instruction,Attendance_Percentage,Current_Academic_Score,Previous_Year_Score,First_Semester_Grade,Second_Semester_Grade,Fee_Payment_Status,Scholarship_Status,Financial_Assistance,Disciplinary_Records,Extracurricular_Participation,Library_Usage,Risk_Level,Institution_Code,Year,Data_Source_Year,Primary_Sources
RJC00221,College,C-40161,Rajasthan,2024-25,Udaipur,21,Male,Urban,SC,Undergraduate,Master of Arts (MA),"Amity University, Jaipur",Government College,Illiterate,Higher_Secondary,5000-10000,English,85.47365384214072,86.3,96.18805364,76.85822587,85.30108649,Up_to_Date,No,Not_Received,No,Limited,Regular,Low_Risk,C-40161,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00222,College,C-87128,Rajasthan,2024-25,Ajmer,19,Male,Urban,OBC,Undergraduate,Bachelor of Commerce (BCom),"Maharaja Ganga Singh University, Bikaner",Private College,Secondary,Literate_No_Formal,20000-50000,English,89.98853979913343,61.6,61.1183308,63.83248887,55.77286079,Pending,No,Not_Received,No,Limited,Regular,Medium_Risk,C-87128,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00223,College,C-38864,Rajasthan,2024-25,Jaipur,23,Female,Rural,SC,Postgraduate,Bachelor of Education (BEd),"National Law University, Jodhpur",Private College,Primary,Illiterate,5000-10000,English,100.0,70.1,75.22349996,63.40852078,83.16392229,Pending,Yes,Not_Received,No,Active,Regular,Low_Risk,C-38864,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00224,College,C-10942,Rajasthan,2024-25,Jodhpur,24,Female,Urban,General,Postgraduate,Master of Arts (MA),"Central University of Rajasthan, Ajmer",Private College,Primary,Higher_Secondary,5000-10000,Hindi,83.59397727948799,82.2,93.02176236,80.53013846,71.25013352,Pending,Yes,Not_Received,No,Limited,Occasional,Low_Risk,C-10942,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00225,College,C-19305,Rajasthan,2024-25,Jodhpur,23,Female,Rural,SC,Undergraduate,Bachelor of Education (BEd),"University of Rajasthan, Jaipur",Private College,Upper_Primary,Primary,5000-10000,English,96.50414795532548,82.1,83.06398945,79.86761405,77.66756765,Up_to_Date,Yes,Received,No,Limited,Regular,Low_Risk,C-19305,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00226,College,C-92719,Rajasthan,2024-25,Jaipur,20,Female,Urban,OBC,Undergraduate,Bachelor of Commerce (BCom),"Mohan Lal Sukhadia University, Udaipur",Government College,Primary,Secondary,5000-10000,English,82.95801064169322,67.5,64.45850263,69.18534676,63.73783289,Up_to_Date,Yes,Not_Received,No,Limited,Regular,Low_Risk,C-92719,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00227,College,C-17716,Rajasthan,2024-25,Dausa,22,Male,Rural,OBC,Undergraduate,Bachelor of Science (BSc),"Rajasthan University of Health Sciences, Jaipur",Private College,Illiterate,Primary,10000-20000,English,68.30355100076234,51.8,37.16302433,48.48325449,66.84983764,Pending,Yes,Received,No,Limited,Occasional,Medium_Risk,C-17716,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00228,College,C-40007,Rajasthan,2024-25,Jodhpur,22,Female,Urban,OBC,Undergraduate,Bachelor of Arts (BA),"University of Rajasthan, Jaipur",Private College,Primary,Illiterate,Below_5000,English,84.74292959948019,80.2,78.53493179,76.62816581,91.0411533,Pending,No,Received,No,Active,Regular,Medium_Risk,C-40007,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00229,College,C-18834,Rajasthan,2024-25,Baran,19,Female,Urban,SC,Undergraduate,Master of Arts (MA),"Mohan Lal Sukhadia University, Udaipur",Private College,Secondary,Secondary,Above_50000,English,78.68627202311352,79.4,84.98738548,88.01513878,88.36356886,Up_to_Date,Yes,Received,No,Active,Regular,Low_Risk,C-18834,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00230,College,C-14117,Rajasthan,2024-25,Udaipur,22,Male,Rural,OBC,Undergraduate,Bachelor of Arts (BA),"Maharana Pratap University of Agriculture & Technology, Udaipur",Private College,Secondary,Upper_Primary,5000-10000,English,91.29876165258572,95.0,98.0,96.70740074,93.01604803,Up_to_Date,Yes,Not_Received,No,Active,Regular,Low_Risk,C-14117,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00231,College,C-53309,Rajasthan,2024-25,Bhilwara,18,Female,Urban,OBC,Undergraduate,Bachelor of Science (BSc),"NIIT University, Neemrana",Private College,Literate_No_Formal,Literate_No_Formal,5000-10000,English,78.84998097006397,80.8,83.83492053,77.43369489,95.35706802,Pending,No,Received,No,Active,Regular,Medium_Risk,C-53309,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00232,College,C-19287,Rajasthan,2024-25,Kota,20,Female,Urban,Minority,Undergraduate,Bachelor of Technology (BTech),"Maharaja Ganga Singh University, Bikaner",Government College,Upper_Primary,Upper_Primary,10000-20000,English,92.27014781997536,81.4,76.06960724,79.89499797,83.61011202,Up_to_Date,No,Received,No,Limited,Regular,Low_Risk,C-19287,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00233,College,C-77391,Rajasthan,2024-25,Ajmer,19,Female,Rural,SC,Undergraduate,Bachelor of Technology (BTech),"Manipal University, Jaipur",Private College,Illiterate,Higher_Secondary,5000-10000,Hindi,89.78854166665495,95.0,78.18542745,100.0,100.0,Pending,No,Not_Received,No,Active,Regular,Low_Risk,C-77391,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00234,College,C-41195,Rajasthan,2024-25,Kota,18,Female,Rural,OBC,Postgraduate,Bachelor of Technology (BTech),"Maharaja Ganga Singh University, Bikaner",Private College,Literate_No_Formal,Secondary,20000-50000,Regional_Language,96.7166116584538,72.3,67.33827922,70.88901073,73.37817229,Pending,Yes,Not_Received,No,Active,Occasional,Low_Risk,C-41195,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00235,College,C-46500,Rajasthan,2024-25,Jaipur,18,Female,Urban,SC,Undergraduate,Bachelor of Arts (BA),"Manipal University, Jaipur",Private College,Illiterate,Illiterate,5000-10000,Hindi,100.0,94.4,90.96524103,90.26434026,94.10320057,Up_to_Date,Yes,Not_Received,No,Active,Regular,Low_Risk,C-46500,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00236,College,C-97684,Rajasthan,2024-25,Alwar,21,Female,Urban,OBC,Undergraduate,Bachelor of Science (BSc),"Rajasthan Technical University, Kota",Private College,Higher_Secondary,Upper_Primary,10000-20000,Hindi,83.06841849395968,67.9,64.39656826,63.7900231,66.38932796,Pending,Yes,Not_Received,No,Active,Regular,Medium_Risk,C-97684,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00237,College,C-73624,Rajasthan,2024-25,Jodhpur,19,Male,Urban,General,Undergraduate,Bachelor of Technology (BTech),"Amity University, Jaipur",Private College,Literate_No_Formal,Secondary,Below_5000,English,85.34306781275015,69.9,73.84845086,66.60524111,68.64216004,Pending,No,Received,No,Active,Regular,Medium_Risk,C-73624,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00238,College,C-38080,Rajasthan,2024-25,Jaipur,21,Male,Urban,OBC,Postgraduate,Master of Business Administration (MBA),"Mohan Lal Sukhadia University, Udaipur",Private College,Literate_No_Formal,Higher_Secondary,20000-50000,Hindi,100.0,73.4,88.28541129,69.83301367,77.05094989,Pending,No,Not_Received,No,Active,Regular,Low_Risk,C-38080,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00239,College,C-80678,Rajasthan,2024-25,Udaipur,18,Female,Urban,ST,Undergraduate,Master of Arts (MA),"Rajasthan Technical University, Kota",Government College,Literate_No_Formal,Secondary,10000-20000,English,80.91011170802393,84.4,84.38823361,76.72211291,86.60319879,Up_to_Date,No,Not_Received,No,Active,Regular,Low_Risk,C-80678,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00240,College,C-27342,Rajasthan,2024-25,Jaipur,19,Male,Urban,ST,Undergraduate,Bachelor of Education (BEd),"Rajasthan University of Health Sciences, Jaipur",Private College,Illiterate,Literate_No_Formal,Below_5000,English,100.0,87.2,84.46614569,80.45479942,87.01117178,Pending,No,Received,No,Active,Regular,Medium_Risk,C-27342,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00241,College,C-84847,Rajasthan,2024-25,Churu,20,Male,Rural,OBC,Undergraduate,Master of Science (MSc),"Mohan Lal Sukhadia University, Udaipur",Private College,Secondary,Secondary,Below_5000,English,82.35934469023583,79.8,76.7262255,74.82407775,88.85714396,Pending,Yes,Received,No,Limited,Occasional,Medium_Risk,C-84847,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00242,College,C-85525,Rajasthan,2024-25,Churu,21,Male,Rural,OBC,Undergraduate,Bachelor of Technology (BTech),"University of Rajasthan, Jaipur",Private College,Illiterate,Secondary,5000-10000,Regional_Language,71.7185677089646,66.7,66.69507814,70.24942611,48.89948159,Up_to_Date,No,Not_Received,No,Active,Occasional,Low_Risk,C-85525,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00243,College,C-71953,Rajasthan,2024-25,Barmer,19,Male,Urban,General,Postgraduate,Bachelor of Arts (BA),"University of Rajasthan, Jaipur",Private College,Illiterate,Illiterate,Above_50000,Hindi,79.43836130904829,76.4,68.77364992,74.11257628,79.45932349,Up_to_Date,Yes,Received,No,Limited,Regular,Low_Risk,C-71953,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00244,College,C-41850,Rajasthan,2024-25,Jodhpur,20,Female,Urban,Minority,Undergraduate,Master of Arts (MA),"University of Rajasthan, Jaipur",Private College,Secondary,Upper_Primary,5000-10000,English,80.13413434800019,70.8,70.76158847,69.55702987,75.10643224,Pending,Yes,Not_Received,No,Limited,Occasional,Medium_Risk,C-41850,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00245,College,C-71993,Rajasthan,2024-25,Jaipur,22,Female,Rural,Minority,Undergraduate,Bachelor of Technology (BTech),"Amity University, Jaipur",Government Aided College,Primary,Primary,5000-10000,Hindi,92.8633775992868,84.6,87.20649869,92.22052815,91.48177721,Pending,No,Received,No,Limited,Occasional,Low_Risk,C-71993,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00246,College,C-63354,Rajasthan,2024-25,Bundi,20,Male,Rural,OBC,Postgraduate,Bachelor of Technology (BTech),"Jai Narain Vyas University, Jodhpur",Private College,Secondary,Secondary,Below_5000,English,100.0,76.1,76.77748851,83.8700429,75.71077135,Pending,No,Received,No,Active,Regular,Medium_Risk,C-63354,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00247,College,C-34957,Rajasthan,2024-25,Kota,19,Male,Urban,SC,Undergraduate,Bachelor of Commerce (BCom),"Jai Narain Vyas University, Jodhpur",Private College,Upper_Primary,Literate_No_Formal,5000-10000,English,88.86434501614386,95.0,97.66033547,93.30725034,96.2475204,Up_to_Date,Yes,Not_Received,No,Limited,Regular,Low_Risk,C-34957,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00248,College,C-22363,Rajasthan,2024-25,Dausa,18,Male,Urban,SC,Undergraduate,Bachelor of Commerce (BCom),"Central University of Rajasthan, Ajmer",Private College,Literate_No_Formal,Secondary,10000-20000,English,94.14990894274732,67.9,70.36998087,64.11481894,73.8156903,Pending,No,Received,No,Active,Regular,Medium_Risk,C-22363,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00249,College,C-22704,Rajasthan,2024-25,Dausa,22,Female,Rural,OBC,Undergraduate,Bachelor of Science (BSc),"Mohan Lal Sukhadia University, Udaipur",Private College,Secondary,Graduate,Above_50000,English,72.3060751799524,75.3,60.12482654,70.11341812,84.24699843,Up_to_Date,No,Not_Received,No,Active,Regular,Low_Risk,C-22704,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00250,College,C-96374,Rajasthan,2024-25,Chittaurgarh,18,Female,Urban,General,Postgraduate,Bachelor of Commerce (BCom),"Maharana Pratap University of Agriculture & Technology, Udaipur",Private College,Illiterate,Higher_Secondary,5000-10000,English,91.17476964094357,95.0,98.0,99.15665462,93.19678409,Up_to_Date,Yes,Received,No,Active,Occasional,Low_Risk,C-96374,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00251,College,C-66498,Rajasthan,2024-25,Jodhpur,22,Male,Rural,OBC,Undergraduate,Bachelor of Arts (BA),"University of Rajasthan, Jaipur",Government College,Upper_Primary,Graduate,20000-50000,English,74.25385626822374,81.8,75.43188123,80.5717566,83.4018547,Up_to_Date,No,Not_Received,No,Active,Regular,Low_Risk,C-66498,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00252,College,C-56438,Rajasthan,2024-25,Jodhpur,20,Female,Rural,OBC,Undergraduate,Master of Science (MSc),"NIIT University, Neemrana",Private College,Primary,Graduate,5000-10000,Regional_Language,78.96096600849835,76.2,66.4332867,73.88103066,86.27144379,Up_to_Date,No,Not_Received,No,Limited,Occasional,Low_Risk,C-56438,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00253,College,C-65519,Rajasthan,2024-25,Chittaurgarh,23,Female,Rural,OBC,Undergraduate,Bachelor of Arts (BA),"Amity University, Jaipur",Private College,Literate_No_Formal,Illiterate,Below_5000,Hindi,73.112116453562,82.6,72.76438538,77.71801255,69.85583754,Pending,Yes,Not_Received,No,Active,Regular,Medium_Risk,C-65519,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00254,College,C-63883,Rajasthan,2024-25,Jodhpur,21,Female,Rural,OBC,Undergraduate,Bachelor of Arts (BA),"Amity University, Jaipur",Government College,Secondary,Secondary,5000-10000,English,86.9948015573571,77.3,79.76833288,72.68200155,73.1599244,Pending,No,Received,No,Limited,Regular,Low_Risk,C-63883,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00255,College,C-71213,Rajasthan,2024-25,Jaipur,25,Female,Urban,ST,Undergraduate,Bachelor of Commerce (BCom),"Mohan Lal Sukhadia University, Udaipur",Government Aided College,Higher_Secondary,Upper_Primary,10000-20000,English,95.1542025668272,70.0,67.21940058,71.92034915,78.79501587,Up_to_Date,Yes,Not_Received,No,Limited,Occasional,Low_Risk,C-71213,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00256,College,C-17100,Rajasthan,2024-25,Ajmer,19,Male,Rural,General,Undergraduate,Master of Arts (MA),"Manipal University, Jaipur",Private College,Post_Graduate,Higher_Secondary,Above_50000,English,97.86327753505476,86.8,72.34424973,78.9073704,93.355227,Pending,No,Received,No,Active,Regular,Low_Risk,C-17100,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00257,College,C-98259,Rajasthan,2024-25,Bundi,21,Female,Urban,OBC,Diploma,Bachelor of Commerce (BCom),"University of Rajasthan, Jaipur",Government Aided College,Secondary,Primary,20000-50000,Hindi,70.6059035047788,95.0,97.82430252,100.0,98.13467127,Up_to_Date,No,Not_Received,No,Active,Regular,Low_Risk,C-98259,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00258,College,C-95649,Rajasthan,2024-25,Bikaner,19,Male,Urban,OBC,Undergraduate,Bachelor of Science (BSc),"University of Rajasthan, Jaipur",Private College,Primary,Post_Graduate,Below_5000,English,100.0,95.0,82.48313495,91.79693214,92.30841876,Pending,Yes,Not_Received,No,Active,Regular,Medium_Risk,C-95649,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00259,College,C-94696,Rajasthan,2024-25,Ajmer,20,Female,Rural,OBC,Undergraduate,Bachelor of Technology (BTech),"University of Rajasthan, Jaipur",Government College,Literate_No_Formal,Secondary,Below_5000,Hindi,81.00778077660459,51.9,52.01857087,51.00218433,46.60908901,Pending,Yes,Not_Received,No,Active,Occasional,Medium_Risk,C-94696,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00260,College,C-22899,Rajasthan,2024-25,Jaipur,20,Female,Urban,OBC,Undergraduate,Bachelor of Science (BSc),"Rajasthan Technical University, Kota",Government Aided College,Literate_No_Formal,Higher_Secondary,Below_5000,Hindi,63.30148491262148,82.9,83.80799141,74.87813225,79.35270628,Up_to_Date,No,Received,No,Active,Regular,Medium_Risk,C-22899,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00261,College,C-17944,Rajasthan,2024-25,Udaipur,22,Female,Urban,General,Undergraduate,Bachelor of Education (BEd),"Maharaja Ganga Singh University, Bikaner",Private College,Upper_Primary,Illiterate,20000-50000,English,98.12731198961716,95.0,98.0,94.92580437,100.0,Up_to_Date,No,Received,No,Active,Regular,Low_Risk,C-17944,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00262,College,C-62772,Rajasthan,2024-25,Dhaulpur,25,Female,Urban,General,Postgraduate,Bachelor of Education (BEd),"Maharana Pratap University of Agriculture & Technology, Udaipur",Private College,Primary,Literate_No_Formal,20000-50000,English,71.0243468026789,70.8,84.05347829,68.83007434,67.02934387,Pending,No,Received,No,Active,Occasional,Medium_Risk,C-62772,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00263,College,C-54473,Rajasthan,2024-25,Jaipur,21,Male,Rural,OBC,Undergraduate,Bachelor of Commerce (BCom),"University of Rajasthan, Jaipur",Private College,Graduate,Higher_Secondary,10000-20000,English,100.0,88.8,76.88258939,88.49951641,89.40853779,Up_to_Date,No,Received,Yes,Limited,Regular,Low_Risk,C-54473,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00264,College,C-24322,Rajasthan,2024-25,Kota,19,Female,Urban,OBC,Undergraduate,Bachelor of Science (BSc),"Maharaja Ganga Singh University, Bikaner",Private College,Primary,Illiterate,5000-10000,English,92.3338095108032,95.0,93.58020915,100.0,90.47775413,Pending,Yes,Received,No,Active,Regular,Low_Risk,C-24322,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00265,College,C-42591,Rajasthan,2024-25,Banswara,19,Female,Urban,General,Undergraduate,Master of Arts (MA),"Central University of Rajasthan, Ajmer",Private College,Primary,Higher_Secondary,5000-10000,English,95.19322203006968,85.0,81.78931764,86.06618827,90.05664418,Pending,No,Not_Received,No,Active,Regular,Low_Risk,C-42591,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00266,College,C-35112,Rajasthan,2024-25,Bharatpur,21,Female,Rural,SC,Undergraduate,Bachelor of Arts (BA),"Maharaja Ganga Singh University, Bikaner",Private College,Primary,Illiterate,5000-10000,Hindi,100.0,64.9,67.36999749,60.1320449,61.66764232,Pending,Yes,Received,No,Active,Regular,Medium_Risk,C-35112,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00267,College,C-34931,Rajasthan,2024-25,Bikaner,19,Male,Rural,OBC,Undergraduate,Bachelor of Commerce (BCom),"Central University of Rajasthan, Ajmer",Private College,Higher_Secondary,Secondary,5000-10000,English,73.36857173028042,95.0,95.72535017,90.73208054,94.41443666,Pending,No,Received,No,Active,Regular,Medium_Risk,C-34931,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00268,College,C-80292,Rajasthan,2024-25,Bikaner,18,Male,Urban,OBC,Undergraduate,Bachelor of Science (BSc),"Jai Narain Vyas University, Jodhpur",Private College,Secondary,Primary,5000-10000,Hindi,73.98868971335784,74.8,70.97963006,78.37078712,64.6997072,Pending,No,Received,No,Limited,Regular,Medium_Risk,C-80292,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00269,College,C-68800,Rajasthan,2024-25,Jodhpur,19,Male,Urban,SC,Postgraduate,Bachelor of Education (BEd),"Manipal University, Jaipur",Government College,Secondary,Secondary,Below_5000,English,83.94568930644934,92.9,88.37278249,100.0,83.21979058,Up_to_Date,Yes,Not_Received,No,Limited,Regular,Low_Risk,C-68800,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00270,College,C-28373,Rajasthan,2024-25,Jodhpur,19,Female,Rural,General,Postgraduate,Bachelor of Arts (BA),"Rajasthan Technical University, Kota",Government College,Primary,Secondary,Below_5000,Hindi,98.57722676370916,95.0,85.06839316,96.69150812,95.04603916,Up_to_Date,No,Received,No,Active,Occasional,Low_Risk,C-28373,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00271,College,C-65296,Rajasthan,2024-25,Pali,19,Female,Urban,General,Undergraduate,Bachelor of Technology (BTech),"Jai Narain Vyas University, Jodhpur",Private College,Higher_Secondary,Primary,20000-50000,Hindi,80.9964996120792,68.0,74.90289266,72.13227647,60.04905707,Up_to_Date,No,Not_Received,No,Active,Regular,Low_Risk,C-65296,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00272,College,C-34050,Rajasthan,2024-25,Pali,19,Male,Rural,SC,Postgraduate,Master of Arts (MA),"Jai Narain Vyas University, Jodhpur",Private College,Illiterate,Illiterate,10000-20000,English,82.54204744364863,92.4,95.07363345,96.05842634,100.0,Up_to_Date,Yes,Not_Received,Yes,Active,Regular,Medium_Risk,C-34050,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00273,College,C-46509,Rajasthan,2024-25,Banswara,18,Female,Urban,OBC,Undergraduate,Bachelor of Commerce (BCom),"Rajasthan University of Health Sciences, Jaipur",Government Aided College,Higher_Secondary,Illiterate,5000-10000,Hindi,80.78007406181328,64.2,70.54214558,72.71438648,51.83086133,Up_to_Date,Yes,Not_Received,No,Active,Occasional,Low_Risk,C-46509,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00274,College,C-70637,Rajasthan,2024-25,Barmer,18,Female,Rural,OBC,Undergraduate,Bachelor of Arts (BA),"Manipal University, Jaipur",Government College,Upper_Primary,Secondary,5000-10000,Hindi,63.04687913485918,45.6,42.11683091,33.90245896,40.79894821,Up_to_Date,Yes,Not_Received,No,Active,Regular,Medium_Risk,C-70637,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00275,College,C-42742,Rajasthan,2024-25,Kota,25,Female,Urban,SC,Undergraduate,Master of Business Administration (MBA),"Mohan Lal Sukhadia University, Udaipur",Government College,Primary,Upper_Primary,5000-10000,English,86.59173712472574,77.9,71.64531625,81.90331364,78.0002052,Up_to_Date,Yes,Received,No,Active,Regular,Low_Risk,C-42742,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00276,College,C-19880,Rajasthan,2024-25,Kota,19,Female,Rural,SC,Undergraduate,Bachelor of Commerce (BCom),"Jai Narain Vyas University, Jodhpur",Private College,Upper_Primary,Higher_Secondary,10000-20000,Hindi,80.50245302847544,84.8,75.17347947,90.70241626,82.60920237,Pending,Yes,Received,No,Limited,Regular,Medium_Risk,C-19880,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00277,College,C-68082,Rajasthan,2024-25,Bhilwara,19,Female,Rural,ST,Undergraduate,Bachelor of Technology (BTech),"Amity University, Jaipur",Private College,Secondary,Upper_Primary,10000-20000,Hindi,100.0,82.4,84.27134067,74.36765776,75.77512726,Pending,Yes,Not_Received,No,Limited,Occasional,Low_Risk,C-68082,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00278,College,C-82132,Rajasthan,2024-25,Udaipur,21,Female,Rural,OBC,Undergraduate,Bachelor of Science (BSc),"Rajasthan University of Health Sciences, Jaipur",Government Aided College,Illiterate,Upper_Primary,10000-20000,English,71.6743049091645,61.3,51.9816542,55.9859909,55.55243296,Up_to_Date,No,Not_Received,No,Limited,Occasional,Medium_Risk,C-82132,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
